26870816_1	newly generated mir-23a destabilizes keap1 mrna by binding to its 3'utr.
22450326_2	these results, for the first time, demonstrate that mir-25 promotes escc cell migration and invasion by suppressing cdh1 expression. in addition, we uncovered an inverse correlation between mir-25 and cdh1 in escc cell lines.
22450326_3	furthermore, cdh1 reversing cell migration and invasion induced by mir-25 overexpression indicated that cdh1 functioned as a mediator of mir-25 in cell migration and invasion.
22450326_4	our study indicates that mir-25 inhibits the translation of cdh1 mrna by targeting its 3'utr, which adds a new explanation of deregulation of cdh1 expression in escc.
22508046_3	the expression pattern was inversed with mir-206, indicating that mir-206 might regulate otx2 expression in vivo.
25844955_1	in addition, ch3, but not ch1 and ch2, significantly reduced tumor necrosis factor alpha-搒timulated expression of the mir-126 target vcam-1 to a similar extent as mir-126-3p mimic transfection .
26531758_1	smad7 was confirmed to be a direct target of mir-21, by luciferase reporter and western blot assays.
26531758_2	figure 2. mir-21 regulates the smad7 protein level by inhibiting translation.
26531758_3	thus, smad7 is a functional target of mir-21 whose upregulation promotes egf -induced breast cancer cell invasion and migration.
20859956_1	furthermore, we detected the downregulation of the protein level of cyclin g1 with mir-122a overexpression .
20859956_2	cyclin g1 was the known target of mir-122a .
25731730_1	timp2 mrna 3'-utrs depicting target binding sites for mir-221 222.
25731730_2	these results further suggested that timp2 is a direct target of mir-221 222 and that mir-221 222 promote glioma cell invasion and angiogenesis, at least in part by inhibiting timp3 expression.
21752897_1	interestingly, a significant decrease in cxcr4 mrna level was observed in the cells transfected with the mir-1 with respect to the scrambled oligonucleotide , whereas sdf-1alpha mrna expression levels are unchanged , indicating that mir-1 affects cxcr4 protein synthesis by facilitating the specific degradation of cxcr4 mrna.
21752897_2	we also show that mir-1 transfection down-regulates the luciferase activity of a reporter construct carrying the 3'utr-cxcr4 or 3'utr-sdf-1alpha sequence , and the mutation in the putative 3'utr site inhibits the sensitivity of the reporter constructs to mir-1.
21752897_4	fig. 3. cxcr4 and sdf-1alpha are targets of mir-1.
21752897_5	a and f, schematic representation of the 3'utr sites of the cxcr4 and sdf-1alpha genes targeted by mir-1.
21752897_6	fig. 4. cxcr4 and sdf-1alpha protein expression is inversely correlated with mir-1 expression in goiter , fa, ftc, ptc, and atc tissues.
24384130_1	furthermore, by using luciferase assays, we found that both overexpression and inhibition of mir-125b induced a significant change of vegf-a luciferase activity , which demonstrated that vegf-a is also a direct target of mir-125b in biliary epithelial cells.
24384130_2	we found that, after knockdown of mir-125b, there is an increase in hdc expression compared with control-transfected cells .
22363487_2	4, the mir-34a precursor dramatically decreased the expression of notch1 and jagged1 protein and mrna, while there were no effects of mir-34a on notch2 protein and mrna levels.
22363487_3	the protein levels of notch1 and jagged1 were suppressed more than the mrna levels by mir-34a transfection, implying that mr-34a regulated the expression of notch1 and jagged1 at the post-transcriptional level.
22363487_4	the results showed that snail protein expression was suppressed by mir-34a transfection.
22363487_5	these data indicate that mir-34a directly interacts with the 3'utr of notch1 and jagged1, but not with notch2.
26141986_1	met was found to be a target for mir-449c .
26141986_3	the intact 3'utr of met was cloned into luciferase reporter plasmids, which were used for co-transfection with mir-449c or as-mir-449c into snu~ 5 cells.
26141986_4	we found that mir-449c significantly reduced the luciferase activity of the 3'utr reporter for met, while as-mir-449c significantly increased the luciferase activity of the 3'utr reporter for met. the mir-449c-mediated changes in met transcript levels were further found to alter protein levels .
26141986_5	thus, our data suggest that mir-449c may function at least partially via met.
26617770_1	luciferase reporter assay demonstrated that mir-133b could directly target egfr.
26617770_2	altogether, our results indicated that mir-133b overexpression was shown to inhibit proliferation and invasion of oc cells through suppression of the mapk and pi3k akt signaling pathways by targeting egfr.
25073510_2	mir-144 acts as a tumor suppressor in some malignancies, while its role in hcc is unclear.
25073510_5	e2f transcription factor 3 was identified as a target of mir-144 in hcc cells.
25073510_6	moreover, e2f3 overexpression partially attenuated the tumor suppressive effects of mir-144, and the expression of e2f3 was negatively correlated with mir-144 level in hcc tissues.
25073510_7	our data suggest that mir-144 might suppress the growth and motility of hcc cells partially by targeting e2f3.
21339227_1	mir-124a directly binds to the 3'-untranslated region of cyclin-dependent kinase 2 and monocyte chemoattractant protein 1 mrna, and the induction of mir-124a in ra synoviocytes significantly suppressed the production of the cdk-2 and mcp-1 proteins.
21339227_2	subsequent luciferase assays showed that mir-124a specifically suppressed the luciferase activity driven by the 3'utr of mcp-1 mrna.
21339227_3	a luciferase reporter assay demonstrated that mir-124a specifically suppressed the reporter activity driven by the 3'utr of cdk-2 mrna but not reporters driven by the mutant of 3'utr of cdk-2 mrna.
21339227_4	we also found that cdk-6 protein, another cdk that regulates the g1-s phase, was suppressed by mir-124a.
23087182_1	our data point toward an important role for mir-20a in the regulation of pro-inflammatory cytokines release, by controlling ask1 expression in ra fls.
23087182_2	altogether, these data suggest that ask1 mrna is a conserved direct target for post-transcriptional regulation by mir-20a.
23087182_3	these results indicate that mir-20a regulates the expression of ask1 at the translational level.
26461474_1	this suggests that kdm2a, kdm4a, kdm5b, kdm7a and med1 are direct targets of mir137.
19318487_4	microarray and bioinformatic analysis identified the novel oncogene macrophage migration inhibitory factor as a potential target of mir-451. in fact, overexpression of mir-451 down-regulated mrna and protein levels of mif and decreased expression of reporter genes with mif target sequences.
19318487_5	moreover, we found a significant inverse correlation between mir-451 and mif expression in tumoral gastric biopsies.
22185353_1	accordingly, over-expression of mir-16 could significantly suppress the luciferase activity of reporter fusion with the binding sites of tnfalpha in its 3'utr region, suggesting that mir-16 played its role in lps-induced lung inflammation by a direct manner.
22185353_2	it has been previously reported that mirna regulates the expression of the targetmrnas by binding its 3'utr , thus, the 3'utr of either il-6 or tnfalpha was cloned into psicheck2 vector, and the results showed that over-expression of mir-16 could significantly suppress the luciferase activity of reporter fusion with the binding sites of tnfalpha in its 3'utr region, but that it could not suppress that of il-6 , suggesting a direct action of mir-16 in lps-induced lung inflammation.
23780685_1	luciferase activity assay showed that mir-181a mimics inhibited bcrp expression by targeting the 3' untranslated region of the bcrp mrna.
23780685_2	these findings suggest that mir-181a regulates bcrp expression via binding to the 3' -utr of bcrp mrna.
23780685_3	importantly, our study revealed that mir-181a, functioning as a bcrp suppressor, reversed bcrp-mediated drug resistance in vitro and in vivo.
23780685_4	compared with the negative control, mir-181a mimics significantly inhibited luciferase activity in mcf-7 mx cells , suggesting that the 3' -utr of the bcrp mrna is a target site of mir-181a.
23780685_5	the expression of bcrp, but not mrp, pgp, and lrp was significantly decreased in cells transfected with mir-181a mimics,comparedto cells transfected with negative controls.
